labels,key_words,review
RESTAURANT,3 restaurant,Nice Family owned traditional restaurant.
GENERAL,3 restaurant,Nice Family owned traditional restaurant.
FOOD,3 ingredients,Fresh ingredients and everything is made to order.
QUALITY,3 ingredients,Fresh ingredients and everything is made to order.
FOOD,3 NEG,Fresh ingredients and everything is made to order.
QUALITY,3 NEG,Fresh ingredients and everything is made to order.
RESTAURANT,3 NEG,I was pleasantly surprised to find this gem in Hoboken.
GENERAL,3 NEG,I was pleasantly surprised to find this gem in Hoboken.
SERVICE,3 staff,Friendly staff that actually lets you enjoy your meal and the company you're with.
GENERAL,3 staff,Friendly staff that actually lets you enjoy your meal and the company you're with.
FOOD,3 food,"I found the food to be outstanding, particulary the salmon dish I had."
QUALITY,3 food,"I found the food to be outstanding, particulary the salmon dish I had."
FOOD,3 salmon dish,"I found the food to be outstanding, particulary the salmon dish I had."
QUALITY,3 salmon dish,"I found the food to be outstanding, particulary the salmon dish I had."
DRINKS,3 Change Mojito,"I also ordered the Change Mojito, which was out of this world."
QUALITY,3 Change Mojito,"I also ordered the Change Mojito, which was out of this world."
FOOD,2 dim sum,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good."
QUALITY,2 dim sum,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good."
AMBIENCE,3 back patio,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there."
GENERAL,3 back patio,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there."
AMBIENCE,3 music,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there."
GENERAL,3 music,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there."
RESTAURANT,3 restaurant,"Overall, excellent restaurant!"
GENERAL,3 restaurant,"Overall, excellent restaurant!"
FOOD,3 food,The food was good.
QUALITY,3 food,The food was good.
AMBIENCE,3 place,The place was nice and calm.
GENERAL,3 place,The place was nice and calm.
SERVICE,1 service,but the service was a bit slow.
GENERAL,1 service,but the service was a bit slow.
FOOD,3 buffet,The buffet had a nice selection.
STYLE_OPTIONS,3 buffet,The buffet had a nice selection.
FOOD,3 food,The food was average or above including some surprising tasty dishes.
QUALITY,3 food,The food was average or above including some surprising tasty dishes.
FOOD,3 dishes,The food was average or above including some surprising tasty dishes.
QUALITY,3 dishes,The food was average or above including some surprising tasty dishes.
SERVICE,3 Service,Service was also very good.
GENERAL,3 Service,Service was also very good.
RESTAURANT,3 NEG,I would go back.
GENERAL,3 NEG,I would go back.
FOOD,3 cheesecake,I got an excellent piece of cheesecake and we had several other nice pastries.
QUALITY,3 cheesecake,I got an excellent piece of cheesecake and we had several other nice pastries.
FOOD,3 pastries,I got an excellent piece of cheesecake and we had several other nice pastries.
QUALITY,3 pastries,I got an excellent piece of cheesecake and we had several other nice pastries.
FOOD,1 food,"I would recommend Roxy's for that, but not for their food."
QUALITY,1 food,"I would recommend Roxy's for that, but not for their food."
FOOD,3 NEG,"I would recommend Roxy's for that, but not for their food."
QUALITY,3 NEG,"I would recommend Roxy's for that, but not for their food."
FOOD,2 cheeseburgers,My son and his girlfriend both wanted cheeseburgers and they were huge!
STYLE_OPTIONS,2 cheeseburgers,My son and his girlfriend both wanted cheeseburgers and they were huge!
FOOD,1 NEG,"But, they were too big for the bun."
STYLE_OPTIONS,1 NEG,"But, they were too big for the bun."
FOOD,1 burgers,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
STYLE_OPTIONS,1 burgers,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
FOOD,1 NEG,Also they were $15 each!
PRICES,1 NEG,Also they were $15 each!
FOOD,2 pastrami sandwich on a roll,I had a huge pastrami sandwich on a roll.
STYLE_OPTIONS,2 pastrami sandwich on a roll,I had a huge pastrami sandwich on a roll.
FOOD,2 NEG,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!
PRICES,2 NEG,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!
FOOD,1 NEG,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!
QUALITY,1 NEG,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!
FOOD,1 food,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food."
QUALITY,1 food,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food."
AMBIENCE,3 place,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food."
GENERAL,3 place,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food."
FOOD,1 food,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
QUALITY,1 food,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
FOOD,1 spice,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
QUALITY,1 spice,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
FOOD,1 Tom Kha soup,And the Tom Kha soup was pathetic.
QUALITY,1 Tom Kha soup,And the Tom Kha soup was pathetic.
FOOD,1 Thai,If you want good authentic Thai this place is not the place to go.
QUALITY,1 Thai,If you want good authentic Thai this place is not the place to go.
FOOD,3 food,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
QUALITY,3 food,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
FOOD,3 pesto pizza,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
QUALITY,3 pesto pizza,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
FOOD,3 spicy Italian cheese,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
QUALITY,3 spicy Italian cheese,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
LOCATION,3 NEG,"Conveniently located too, being right on Bedford ave."
GENERAL,3 NEG,"Conveniently located too, being right on Bedford ave."
AMBIENCE,3 back garden sitting area,"THe back garden sitting area is very pleasant, where you can see their personal herb garden."
GENERAL,3 back garden sitting area,"THe back garden sitting area is very pleasant, where you can see their personal herb garden."
RESTAURANT,3 NEG,I will definetly be going back.
GENERAL,3 NEG,I will definetly be going back.
FOOD,3 lobster sandwich,We had the lobster sandwich and it was FANTASTIC.
QUALITY,3 lobster sandwich,We had the lobster sandwich and it was FANTASTIC.
FOOD,1 NEG,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
STYLE_OPTIONS,1 NEG,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
FOOD,3 portion,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
STYLE_OPTIONS,3 portion,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
FOOD,3 french fries,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
QUALITY,3 french fries,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had."
FOOD,3 scallops,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
QUALITY,3 scallops,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
FOOD,3 sauce,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
QUALITY,3 sauce,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.
DRINKS,3 martinis,We waited at the bar and had martinis that were just right.
QUALITY,3 martinis,We waited at the bar and had martinis that were just right.
RESTAURANT,3 NEG,We will be back.
GENERAL,3 NEG,We will be back.
FOOD,3 food,love the food.
QUALITY,3 food,love the food.
FOOD,3 japanese comfort food,it's the only place you can get yummy authentic japanese comfort food.
QUALITY,3 japanese comfort food,it's the only place you can get yummy authentic japanese comfort food.
RESTAURANT,3 NEG,and you can't beat the prices.
PRICES,3 NEG,and you can't beat the prices.
RESTAURANT,3 NEG,highly recommended.
GENERAL,3 NEG,highly recommended.
RESTAURANT,3 place,I've lived in NY for 5 years and this place has it all.
GENERAL,3 place,I've lived in NY for 5 years and this place has it all.
FOOD,3 food,"Great food, good size menu, great service and an unpretensious setting."
QUALITY,3 food,"Great food, good size menu, great service and an unpretensious setting."
FOOD,3 menu,"Great food, good size menu, great service and an unpretensious setting."
STYLE_OPTIONS,3 menu,"Great food, good size menu, great service and an unpretensious setting."
SERVICE,3 service,"Great food, good size menu, great service and an unpretensious setting."
GENERAL,3 service,"Great food, good size menu, great service and an unpretensious setting."
AMBIENCE,3 setting,"Great food, good size menu, great service and an unpretensious setting."
GENERAL,3 setting,"Great food, good size menu, great service and an unpretensious setting."
FOOD,3 dishes,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
QUALITY,3 dishes,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
FOOD,3 lamb sausages,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
QUALITY,3 lamb sausages,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
FOOD,3 sardines with biscuits,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
QUALITY,3 sardines with biscuits,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had)."
