labels	key_words	review
1anecdotes/miscellaneous	food	"The food was just OK, I would never go back."
1ambience	ambiance	"Zero ambiance to boot."
1ambience	NEGATIVE	"Got a little loud after 8pm when the joint got full."
3service	service	"Scalina Fedeli reminded me why service is so integral to fine dining."
3food	thai popcorn	"i recommend the thai popcorn :)"
3anecdotes/miscellaneous	NEGATIVE	"I can't wait for the nex time."
3food	drinks	"Everything looks great, the drinks, the decor, the food, even the people."
3ambience	drinks	"Everything looks great, the drinks, the decor, the food, even the people."
1service	chef	"As soon as my father lifted his pen from the check a chef appeared to usher us out."
3food	parathas	"The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed."
3anecdotes/miscellaneous	NEGATIVE	"Great neighborhood joint."
3food	tuna	"The tuna and wasabe potatoes are excellent."
1service	coat check girls	"The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls)."
2anecdotes/miscellaneous	food	"My fiance took me to Scopa last week for my birthday and I couldn't believe the food."
3food	food	"My fiance took me to Scopa last week for my birthday and I couldn't believe the food."
3food	beer	"Ummm...the beer was cold."
3anecdotes/miscellaneous	NEGATIVE	"I take all my NYC guests to VT's."
4ambience	NEGATIVE	"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!"
3food	desserts	"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house."
3service	desserts	"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house."
3ambience	outdoor seating	"Good crowd, good outdoor seating, with a hip japanese vibe."
1anecdotes/miscellaneous	prix fixe pricing	"Even with the prix fixe pricing, this restaurant is not worth it."
1service	room	"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty."
3anecdotes/miscellaneous	owners	"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case."
3anecdotes/miscellaneous	ambiance	"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation."
3ambience	ambiance	"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation."
3food	tanks	"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch."
3ambience	tanks	"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch."
1food	Halibut	"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor."
1service	Halibut	"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor."
3food	view	"The view is spectacular, and the food is great."
3ambience	view	"The view is spectacular, and the food is great."
2anecdotes/miscellaneous	place	"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door."
4ambience	place	"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door."
3food	bagels	"Good bagels and good cream cheese."
3food	food	"The food is wonderful, tasty and filling, and the service is professional and friendly."
3service	food	"The food is wonderful, tasty and filling, and the service is professional and friendly."
3price	priced	"It is also extremely well priced."
3service	service	"Always great service!"
3food	food	"I am happy i did the food was awsome."
3anecdotes/miscellaneous	NEGATIVE	"I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites."
1food	chicken casserole	"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
2anecdotes/miscellaneous	mezzanine	"A bit breezy up there on the mezzanine from the wind coming from the tracks."
1ambience	mezzanine	"A bit breezy up there on the mezzanine from the wind coming from the tracks."
2anecdotes/miscellaneous	Valentines Day dinner	"I went to DF for Valentines Day dinner."
3food	jelly fish	"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
3anecdotes/miscellaneous	SHOWS	"I LOVED THE SHOWS."
3ambience	SHOWS	"I LOVED THE SHOWS."
2anecdotes/miscellaneous	NEGATIVE	"and i have been around the block, to say the very least."
3food	dumplings	"We could have made a meal of the yummy dumplings from the dumpling menu."
1ambience	aesthetics	"The aesthetics of this place are like an airport lounge."
3food	box wine	"Then, get ripped on free box wine."
3price	box wine	"Then, get ripped on free box wine."
3food	food	"My wife and I ate here earlier this week and have not stopped ranting and raving about the food."
3anecdotes/miscellaneous	food	"My wife and I ate here earlier this week and have not stopped ranting and raving about the food."
1food	fish	"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place."
1service	fish	"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place."
2food	food	"The food itself was just ok - nothing spectacular - but the service was awful."
1service	food	"The food itself was just ok - nothing spectacular - but the service was awful."
3food	pizza	"The pizza is yummy and I like the atmoshpere."
3ambience	pizza	"The pizza is yummy and I like the atmoshpere."
2anecdotes/miscellaneous	seats	"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal."
1food	roll	"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."
1service	roll	"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."
3anecdotes/miscellaneous	NEGATIVE	"Give it a try and enjoy."
3food	food	"Good food."
2anecdotes/miscellaneous	NEGATIVE	"...and that's saying a lot."
1food	rolls	"those rolls were big, but not good and sashimi wasn't fresh."
3food	pesto pizza	"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
1anecdotes/miscellaneous	NEGATIVE	"The only thing I could get attention from was one of at least two cats running around that kept batting at my table."
3anecdotes/miscellaneous	NEGATIVE	"if your into thai..you cannot miss this great restaurant."
3anecdotes/miscellaneous	NEGATIVE	"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!"
3food	shrimp appetizer	"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great."
4price	shrimp appetizer	"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great."
3ambience	ambience	"However, go for the ambience, and consider the food just a companion for a trip across the world!"
1food	ambience	"However, go for the ambience, and consider the food just a companion for a trip across the world!"
3anecdotes/miscellaneous	NEGATIVE	"I think this is one of the more underrated places in the city."
3anecdotes/miscellaneous	NEGATIVE	"for out-of-towners who will get a big thrill out of the location!"
3anecdotes/miscellaneous	NEGATIVE	"Everyone that has ever come here with me has become a convert and returned regularly with their own friends."
4food	Food	"Food was good not great not worth the wait or another visit"
1service	Food	"Food was good not great not worth the wait or another visit"
3anecdotes/miscellaneous	NEGATIVE	"I go at least 3 times a month and have never been disappointed."
2anecdotes/miscellaneous	NEGATIVE	"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity."
1ambience	NEGATIVE	"I think the restaurant was too loud (when full) to be romantic."
3anecdotes/miscellaneous	dinners	"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups."
3food	beef	"When you want a piece of beef, head on over."
3food	spices	"Delicate spices, onions, eggs and a kick-ass roti."
